reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote,clean_text,sentiment_score,sentiment_label,topic_id,topic_prob,topic_keywords,keywords
ATL8I7E920QXX,B007WTAJTO,craig,"[0, 0]",Works great in Canon 7d ( (microSD) to (SD adapter) to (SD to Compact flash adapter) for fast shooting and video.  Also works great with GO Pro models.  This card keeps up with the data rates required by the digital media devices todayRecommend this for Canon 7D* (*adapters needed) and GoPro.,5.0,Great disk speed.,1403136000,2014-06-19,172,0,0,works great canon microsd adapter compact flash adapter fast shooting video also works great pro models card keeps data rates required digital media devices todayrecommend canon adapters needed gopro,0.8481,positive,105,0.5,"speed, performance, fast","great canon microsd adapter compact flash adapter fast shooting video, great pro models card, data rates, digital media devices, canon adapters"
A20AGXML4UD50V,B007WTAJTO,"crazygirl ""kelli""","[0, 0]",It's A good reliable product that I can always rely upon. I highly recommend it to anyone looking for a micro sd.,5.0,quality,1393200000,2014-02-24,287,0,0,good reliable product always rely upon highly recommend anyone looking micro,0.6901,positive,-1,0.0,"good, reliable, product, always, rely","good reliable product, anyone"
A1JBUY4CT9POA9,B007WTAJTO,crazyqban67,"[0, 0]",Works as it should. i use it with my GoPro HERO 3+ and I have not had any issues. Holds tons of footage. I have 4 of these and it is overkill but they were so cheap that why not. Better to have it and not need it than need it and not have it.,5.0,Great,1397779200,2014-04-18,234,0,0,works use gopro hero issues holds tons footage overkill cheap better need need,0.7579,positive,101,0.5,"price, cost, value","works, gopro hero issues, tons footage, overkill, need"
A1XJ97KVHBJ5K8,B007WTAJTO,"C. Reinders II ""CoffeeNut""","[0, 0]","Bought a Windows Surface with 8 Pro. It has a 128GB SSD which is pretty good, but adding the card gives me 64GB of storage and backup that is nearly as fast as the SSD.",5.0,This Card Is FAST!,1380240000,2013-09-27,437,0,0,bought windows surface pro ssd pretty good adding card gives storage backup nearly fast ssd,0.7269,positive,105,0.5,"speed, performance, fast","windows surface pro ssd pretty good adding card, storage, nearly fast ssd"
ASY83RGEH3S9F,B007WTAJTO,Crews,"[0, 0]","This thing is quick, no waiting for things to load. The free app has a good UI and is actually helpful unlike a lot of free apps.",5.0,QUICK and free App is useful!,1357689600,2013-09-01,463,0,0,thing quick waiting things load free app good actually helpful unlike lot free apps,0.9062,positive,103,0.5,"support, service, help","quick waiting things, free app, lot free apps"
A1II9F7V7C5EE0,B007WTAJTO,C. Richmond,"[0, 0]","I bought two of these for my samsung Galaxy note 10.1.  Just to be on the safe side...I put them in my note FIRST and formatted them, then took them out and put media on them.  I use the media card reader with these and it works just fine on my computer and tablet.",5.0,Got 2 of these.,1358899200,2013-01-23,684,0,0,bought two samsung galaxy note safe side put note first formatted took put media use media card reader works fine computer tablet,0.5719,positive,-1,0.0,"bought, samsung, galaxy, note, safe","two samsung galaxy note safe side put note, put media use media card reader, fine computer tablet"
A11QMF43X7NEPU,B007WTAJTO,criciuma,"[0, 0]","Works. There's nothing else to say so yes it works, and yes it works. It also works, so it is pretty good.",5.0,Awesome,1394150400,2014-07-03,158,0,0,works nothing else say yes works yes works also works pretty good,0.7609,positive,-1,0.0,"works, nothing, else, works, works","nothing, works"
A13NUZCCRR8I2M,B007WTAJTO,Cris,"[0, 0]","I use this in my Android Phone, pretty much for MP3's to play in my truck. It certainly doesn't perform like a Class 10 card when writing the files to it but not for me, wasn't that important.",5.0,Good Enough for Android Phone,1356220800,2012-12-23,715,0,0,use android phone pretty much play truck certainly perform like class card writing files important,0.8834,positive,-1,0.0,"android, phone, pretty, much, play","android phone, pretty much play truck, class card, files"
A3EXA786VD9OD0,B007WTAJTO,Cris,"[0, 0]","Works according to the camera requirements. Reads fast, writs fast, it's a good card! I though about buying the 32 gb card, but I found that you can actually move the pics from the camera to your iphone/ipad, so you actually don't need more capacity.",5.0,OK!,1390521600,2014-01-24,318,0,0,works according camera requirements reads fast writs fast good card though buying card found actually move pics camera iphone ipad actually need capacity,0.4404,positive,105,0.5,"speed, performance, fast","camera requirements, fast writs fast good card, buying card, pics camera iphone ipad, capacity"
A134V4KVDB3M1V,B007WTAJTO,Cristiano Canzone,"[0, 0]","This SDHC is fast. Great for cameras, the pictures take nothing to record and the next shot is quick and easy. I use it with Raspberry Pi, that needs fast media. Works perfectly.",5.0,Fast and furious,1380672000,2013-02-10,666,0,0,sdhc fast great cameras pictures take nothing record next shot quick easy use raspberry needs fast media works perfectly,0.9042,positive,105,0.5,"speed, performance, fast","fast great cameras pictures, nothing, quick easy use raspberry, fast media"
AC127QA0XJ8MX,B007WTAJTO,Cristina Bustamante,"[0, 0]","This was a gift for my boyfriend and he loves it, he said it works perfectly. So i am happy with the result",5.0,Good gift,1386115200,2013-04-12,605,0,0,gift boyfriend loves said works perfectly happy result,0.9382,positive,-1,0.0,"gift, boyfriend, loves, said, works","gift boyfriend, loves, perfectly happy result"
A1WVNAGFXKCDY3,B007WTAJTO,C. Rocha,"[1, 1]",I used this card to replace the hard disk in my old laptop so I can use it to stream netflix. I installed linux Ubuntu on it. The card works great. It's very fast and is very reliable. I recommend it.,5.0,Very good and fast !,1370217600,2013-03-06,642,1,1,used card replace hard disk old laptop use stream netflix installed linux ubuntu card works great fast reliable recommend,0.7351,positive,105,0.5,"speed, performance, fast","used card, hard disk old laptop use stream netflix, linux ubuntu card, great fast reliable recommend"
A1HMXAN85J38JU,B007WTAJTO,Crossfire,"[0, 0]",I use this to store music/video/pictures in my phone. Works well for that purpose. No hiccups or speed issues. Bueno.,5.0,Works,1366848000,2013-04-25,592,0,0,use store music video pictures phone works well purpose hiccups speed issues bueno,0.2732,positive,105,0.5,"speed, performance, fast","store music video pictures phone works, speed issues"
A29NY9UN56LCGU,B007WTAJTO,Crowe,"[0, 0]","Transfers fast, look slick (as if anyone cares about that), it uh.. transfers fast.  And it works?  Actual capacity is like 31.9 gb.  Sorry if you desperately needed that last .1gb.",5.0,Woa look.  It works.  And.  It works.,1390953600,2014-01-29,313,0,0,transfers fast look slick anyone cares transfers fast works actual capacity like sorry desperately needed last,0.3818,positive,105,0.5,"speed, performance, fast","transfers, anyone, transfers, actual capacity"
ADNV5BVRAXGJL,B007WTAJTO,"cruise ""cruise""","[0, 0]","I love the ultras cause it writes fast to the card with my samsung S3 with not much time in between pics.  I also got one for my Fuji waterproof camera and it takes a few seconds before I can take another photo but that is the limitation of the processor of the camera, not the card. Overall, I love it.  My computer can read them fast and videos are played back at real speed",5.0,Sandisk is a great product,1359763200,2013-02-02,674,0,0,love ultras cause writes fast card samsung much time pics also got one fuji waterproof camera takes seconds take another photo limitation processor camera card overall love computer read fast videos played back real speed,0.8625,positive,105,0.5,"speed, performance, fast","love ultras, fast card, pics, one fuji waterproof camera, seconds"
ABSEYAX48XK2I,B007WTAJTO,Cruiznbye,"[0, 0]",I mounted it in my tablet (Lenovo Thinkpad 2) and it has been doing just fine and working well without any problems.,5.0,Works in my tablet great,1402876800,2014-06-16,175,0,0,mounted tablet lenovo thinkpad fine working well without problems,0.6319,positive,-1,0.0,"mounted, tablet, lenovo, thinkpad, fine","tablet lenovo thinkpad fine, problems"
A2O96COBMVY9C4,B007WTAJTO,Crysis Complex,"[5, 5]","What more can I say? The 64GB micro SD works for the Samsung Galaxy Note II! I simply popped in the card and there it was with no formatting. ""59GB of space"" couldn't be more happier.",5.0,Works wonders for the Galaxy Note 2!,1349395200,2012-05-10,942,5,5,say micro works samsung galaxy note simply popped card formatting space happier,0.5267,positive,-1,0.0,"micro, works, samsung, galaxy, note","say, micro, samsung galaxy note, card formatting space"
A2ZXEKQ2OBZLEE,B007WTAJTO,C. Sanchez,"[1, 1]",I used it with my Samsung S4 and it works great. I bring a lot of music and movies with me when I travel and it is great that I don't have to bring an entire hard drive or extra memory cards that can be misplaced. Totally worth the money.,5.0,Tons of space for phone,1376352000,2013-08-13,482,1,1,used samsung works great bring lot music movies travel great bring entire hard drive extra memory cards misplaced totally worth money,0.8748,positive,-1,0.0,"used, samsung, works, great, bring","samsung works, great bring lot music movies, entire hard drive extra memory cards"
A38K3YPGRNGXGW,B007WTAJTO,C. S. Brock,"[0, 0]",Does it's expected job. I use it in a dash cam video in my car and the quality is perfect.,5.0,works,1369094400,2013-05-21,566,0,0,expected job use dash cam video car quality perfect,0.5719,positive,104,0.5,"quality, durability, build",job use dash cam video car quality
AX05DBU8IRUWY,B007WTAJTO,C. Schmidt,"[0, 0]","Could not be happier.  It's fast, works great, and I didn't have to risk an appendage trying to get it out of retail packaging.  I've been a fan of SanDisk for years, and this is why - solid product.",5.0,Big and awesome,1368662400,2013-05-16,571,0,0,could happier fast works great risk appendage trying get retail packaging fan sandisk years solid product,0.8519,positive,105,0.5,"speed, performance, fast","great risk appendage, retail packaging fan sandisk years solid product"
A2VLBMMNA8Z49G,B007WTAJTO,C. Selvey,"[0, 0]",Great deal for a great product. Recommended for anyone needing to expand the memory of their portable devices. Comes with SD adapter for use in card readers.,5.0,Great deal,1386201600,2013-05-12,575,0,0,great deal great product recommended anyone needing expand memory portable devices comes adapter use card readers,0.9062,positive,-1,0.0,"great, deal, great, product, recommended","great deal great product, anyone, expand memory portable devices, adapter use card readers"
AMGM73M3JHWEA,B007WTAJTO,C. Simmons,"[0, 0]",This works with my Galaxy S4 and is fast enough to record 1080P video. I would purchase again I have always had good luck with SanDisk cards.,4.0,Works with Galaxy S4,1371513600,2013-06-18,538,0,0,works galaxy fast enough record video would purchase always good luck sandisk cards,0.7096,positive,105,0.5,"speed, performance, fast","works, fast enough record video, always good luck sandisk cards"
A3O1KMI2OHLLX3,B007WTAJTO,C. Sneddon,"[0, 0]","Worked great in my galaxy s4 and died about 2 months later, what a waste of a lot of money!",1.0,died after a month,1377475200,2013-08-26,469,0,0,worked great galaxy died months later waste lot money,-0.3182,negative,102,0.5,"delivery, shipping, time","great galaxy, waste lot money"
ABRS5YIVU7WL0,B007WTAJTO,C. Sylvester,"[0, 0]",Good to have an extra one for the camera or tablet. Holds a lot of data.,5.0,Extra Storage,1405036800,2014-11-07,31,0,0,good extra one camera tablet holds lot data,0.4404,positive,-1,0.0,"good, extra, camera, tablet, holds","good extra one camera tablet, lot data"
A11K6LGU7VXPS3,B007WTAJTO,C. Szabo,"[0, 0]",I use it to extend Nook's memory. Not much to say. It works well enough so I can forget it exists.,5.0,It works with Nook,1402444800,2014-11-06,32,0,0,use extend nook memory much say works well enough forget exists,0.2263,positive,-1,0.0,"extend, nook, memory, much, works",extend nook memory
A1M0MPH4ELGY59,B007WTAJTO,C. Travers,"[0, 0]",Got this to expand the memory of my son's Go Pro camera.  It does the job for much less than the box stores had it for.,4.0,Worked fine,1377302400,2013-08-24,471,0,0,got expand memory son pro camera job much less box stores,0.3182,positive,-1,0.0,"expand, memory, camera, much, less","memory son pro camera job, much less box stores"
A3KQSYPOE7IYDV,B007WTAJTO,C. Troke,"[0, 0]",Excellent price for the amount of storage and speed. I just washed this in the washing machine and was preparing to buy another. After checking it for errors it came up with none. Needless to say I don't have to buy another but did feel compelled to write a review. Cheers!,5.0,What's not to love?,1391472000,2014-04-02,250,0,0,excellent price amount storage speed washed washing machine preparing buy another checking errors came none needless say buy another feel compelled write review cheers,0.6808,positive,101,0.5,"price, cost, value","excellent price amount storage speed, washing machine, another checking errors, another feel, write review cheers"
A1F0CTG7SKROND,B007WTAJTO,cubby1,"[0, 0]",Price was great on Amazon and now even better.  Have the chip in my phone and it appears to work great.....fast and so far no errors have been encountered.,5.0,Sandisk quality/Amazon price,1390694400,2014-01-26,316,0,0,price great amazon even better chip phone appears work great fast far errors encountered,0.886,positive,101,0.5,"price, cost, value","price great amazon even better chip phone, great fast far errors"
A3AWB202EB076E,B007WTAJTO,Cuffy,"[0, 0]","SanDisk makes great products and this one's just another of them.  I'm using it in a vehicle dash camera to record HD .mov format video and on my shakedown run the camera and the disc worked perfectly together!  32gb of space gives me plenty of room to record, and the Class 10 rating means the card is plenty fast enough to keep up and produce crisp and clear video.  Color was also good.",5.0,Does the job,1397692800,2014-04-17,235,0,0,sandisk makes great products one another using vehicle dash camera record mov format video shakedown run camera disc worked perfectly together space gives plenty room record class rating means card plenty fast enough keep produce crisp clear video color also good,0.9118,positive,105,0.5,"speed, performance, fast","sandisk, great products, another using vehicle dash camera record mov format video shakedown run camera disc, space, plenty room record class rating"
A2LI8L6O4M0G1K,B007WTAJTO,CuriousEggroll,"[0, 0]",I'm not going to give you a detailed speed and what not but this SD card is fast compared to the other ones. You wouldn't really notice the difference in speed unless you're copying a huge file. I use this on my Note 2 and I take a butt load of pictures with my phone.,5.0,Great SD card,1379289600,2013-09-16,448,0,0,going give detailed speed card fast compared ones really notice difference speed unless copying huge file use note take butt load pictures phone,0.3182,positive,105,0.5,"speed, performance, fast","detailed speed card, fast compared ones, difference speed, huge file use note, butt load pictures phone"
AA51TGGNBU7GS,B007WTAJTO,"Curiousness ""Curiousness""","[0, 0]",I used it and it worked fine. i try to buy many of sandisk products more often but its a bit pricey,5.0,best,1397692800,2014-04-17,235,0,0,used worked fine try buy many sandisk products often bit pricey,0.2023,positive,101,0.5,"price, cost, value","worked fine try, many sandisk products"
A3B0UITO0IYDHZ,B007WTAJTO,Curt,"[0, 0]",Excellent cards. I have this one in my ASUS Transformer  and a 16 GB one in my camera. Both work flaulessly.,4.0,ScanDisk Ultra 32 GB MicroSDHC,1367712000,2013-05-05,582,0,0,excellent cards one asus transformer one camera work flaulessly,0.5719,positive,-1,0.0,"excellent, cards, asus, transformer, camera","excellent cards, one asus transformer, one camera work"
A1ZE03VJ08LPNL,B007WTAJTO,Curtis,"[0, 0]","I bought a similar one to this a little while back for a digital camera, I think I should've gotten this one instead. I believe it's faster (I think mine was Class 4 for the same price). For the money I feel I have all the memory I'll ever need for my smart phone, same for my HD video camera.",5.0,Great add on to my phone,1376179200,2013-11-08,395,0,0,bought similar one little back digital camera think gotten one instead believe faster think mine class price money feel memory ever need smart phone video camera,0.4019,positive,101,0.5,"price, cost, value","similar one little back digital camera think, one, mine class price money, memory, smart phone video camera"
A2NM1NE71KUQ9N,B007WTAJTO,Curtis,"[0, 0]",I just love this because i just got a new smart phone and now i am ready to do some down loading.,5.0,Nice,1364342400,2013-03-27,621,0,0,love got new smart phone ready loading,0.8555,positive,-1,0.0,"love, smart, phone, ready, loading","love, new smart phone ready loading"
A1UHDCI54254M1,B007WTAJTO,Curtis L. Winston,"[0, 0]","delivery was on time, Works perfect with my Galaxy Note 2. great customer service. Thanks for the product.Able to store all my music and movies on my phone now.",5.0,64 GB drive,1368576000,2013-05-15,572,0,0,delivery time works perfect galaxy note great customer service thanks product able store music movies phone,0.8934,positive,102,0.5,"delivery, shipping, time","delivery time, perfect galaxy note great customer service thanks product, able store music"
A10SOO0G3PIJ9L,B007WTAJTO,Curtis Massey,"[0, 0]","Alot of storage for a great price. Only one probkem: since I installed this card into my Samsung Galaxy Note 3, about once a month or so, when I turn the phone on in the morning it gets stuck in some sort of &#34;boot loop&#34; and hangs on the AT&T logo screen. My phone is stock, and I have altered the software in no way. Granted, I cannot be sure that the card is the cause of this problem, but if I remove it and then boot the phone, it works properly. I love SanDisk products, and I will definitely continue to buy them. Just a word of warning.",4.0,"Great SD card, but........",1389225600,2014-09-01,98,0,0,alot storage great price one probkem since installed card samsung galaxy note month turn phone morning gets stuck sort boot loop hangs logo screen phone stock altered software way granted cannot sure card cause problem remove boot phone works properly love sandisk products definitely continue buy word warning,0.713,positive,101,0.5,"price, cost, value","alot storage great price one probkem, sort boot loop, problem, boot phone works, sandisk products"
A2R8WUL3YZ86JH,B007WTAJTO,"Curtis M. Nicewaner ""okfine""","[0, 0]",No problems at all using this in my Samsung Galaxy S III. Fit right in and started working. I would suggest this to anyone,5.0,I forget,1389225600,2014-09-01,98,0,0,problems using samsung galaxy iii fit right started working would suggest anyone,-0.0516,negative,-1,0.0,"problems, using, samsung, galaxy, right","problems, samsung galaxy iii fit right, anyone"
AB8NG5F9LTGMI,B007WTAJTO,Curtis Sibbit,"[0, 0]",I got it and tested it block by block.  No issues.  I tested the speed in various applications and on my laptop in a good USB3.0 reader got no less than 4meg/sec and often a little over 10meg/sec.  Speed will (of course) vary depending on all the hardware and what you are transferring.,5.0,Works very fast and perfectly.,1365984000,2013-04-15,602,0,0,got tested block block issues tested speed various applications laptop good usb reader got less meg sec often little meg sec speed course vary depending hardware transferring,-0.4404,negative,105,0.5,"speed, performance, fast","got tested block block issues, various applications, good usb reader, less meg sec, often little meg sec speed course"
AOA1AJJZSDS01,B007WTAJTO,"C. Wagner ""just one more gadget""","[0, 0]","If, like me, you are still happily in the Stone Age with Windows XP, your computer will not be able to use this card unless you install Windows Update KB955704.  This update is available from Microsoft.com.Thanks to dOGG94, who pointed this out in Customer Questions and Answers on August 6, 2013.  I installed this update and am now able to load GoPro's pictures onto my computer. dOGG94's answer to the customer question provides the link to the update.  Amazon did not allow me to post the link here.  I don't know why.  Just go to the Microsoft.com updates site and look for KB955704.  Or go to the indicated question for the link.The product description should have provided this information.",5.0,Windows XP Requires an Update,1390694400,2014-01-26,316,0,0,like still happily stone age windows computer able use card unless install windows update update available microsoft com thanks dogg pointed customer questions answers august installed update able load gopro pictures onto computer dogg answer customer question provides link update amazon allow post link know microsoft com updates site look indicated question link product description provided information,0.891,positive,103,0.5,"support, service, help","still happily stone age, computer, able use card, windows update update, available microsoft com thanks"
A2QC7V9IXJC708,B007WTAJTO,C. Wells,"[0, 0]","I have had cheaper SD Cards in the past, but they almost always wound up letting me down. I made up my mind some time ago that I would stick with SanDisk and have been completely satisfied with all my cards from them ever since. This card sits in my wife's phone and is used to store all her music and pictures. It has been in & out close to a dozen times (because I like to fiddle with stuff) and as proven very durable.In case anyone wants to know, &#34;Class 10&#34; is the only way to go with these cards (until they come out with something faster), the read/write speed is well worth the few extra bucks for my needs.I also have a &#34;Class 10&#34; 64 GB in my Galaxy SIII and it's as good or better. I even got it wet (I mean soaked) and it is still working like a charm.I will definitely recommend this to anyone, and will be sticking with SanDisk for all my other devices.",5.0,You Get What You Pay For,1362787200,2013-09-03,461,0,0,cheaper cards past almost always wound letting made mind time ago would stick sandisk completely satisfied cards ever since card sits wife phone used store music pictures close dozen times like fiddle stuff proven durable case anyone wants know class way cards come something faster read write speed well worth extra bucks needs also class galaxy siii good better even got wet mean soaked still working like charm definitely recommend anyone sticking sandisk devices,0.9712,positive,101,0.5,"price, cost, value","cheaper cards, mind, sandisk, completely satisfied cards, card"
ARC5ASW9CUAGP,B007WTAJTO,"C. Winton ""cwinton""","[0, 0]","It's hard to argue the quality of SanDisk products, and this one is no exception, providing both a high capacity micro SD card and an adapter to allow it to be used in the larger SD form factor, particularly nice for those of us who have a need for both.",5.0,"Best of both worlds, fast and reliable",1392854400,2014-02-20,291,0,0,hard argue quality sandisk products one exception providing high capacity micro card adapter allow used larger form factor particularly nice need,0.2944,positive,104,0.5,"quality, durability, build","quality sandisk products, one exception, high capacity micro card adapter, used larger form factor, particularly nice need"
A28I19GM9HQ7IS,B007WTAJTO,"Cyrus C. Cha ""moss""","[1, 1]","My wife and I just upgraded our phone to Note 3 and wanted more space.  We had the phone for 4 days now and Micro SD card works fine.  However, I feel transfer rate is slow when transfering movies from my desktop to SD card.  1.2GB movie will take about 12-16 minutes.  I have pretty high end gaming PC.  Intel I7 980X CPU, 12GB Memory, 7870 ATI Graphic card, 120GB SSD card, 3TB hard drive for storage, 1200W 80Plus Gold PUS, ASUS Sabortooth motherboard,etc.  When transfering movies or file to my WD 2.5 inch external hard drive will take 1-2 minutes.  Still satisfied, since I have more than 90GB of storage on my phone.",4.0,More space for Note 3,1381708800,2013-10-14,420,1,1,wife upgraded phone note wanted space phone days micro card works fine however feel transfer rate slow transfering movies desktop card movie take minutes pretty high end gaming intel cpu memory ati graphic card ssd card hard drive storage plus gold pus asus sabortooth motherboard etc transfering movies file inch external hard drive take minutes still satisfied since storage phone,0.7184,positive,105,0.5,"speed, performance, fast","wife, phone note, space phone days, micro card, transfer rate slow transfering movies desktop card movie"
AANJJ25DTVILQ,B007WTAJTO,Cyrus,"[0, 0]","Purchased this to drop into my Galaxy Note II. Exactly what I wanted.Loaded up the entirety of the card in about 18 minutes, which is not super fast, but very good considering the card was in the phone instead of in the computer using the include adapter.I purchased this product with the worry-free packaging and was for the first time not frustrated with SanDisk.The Super Saver Shipping really sold the deal to me.The price now is on par with most retailers, but I got two Duds from BestBuy and was good to go with the first one from Amazon, doesn't really say much about the product, but gives you a bit of peace of mind when purchasing from this vendor.",5.0,Exactly what I wanted.,1357084800,2013-02-01,675,0,0,purchased drop galaxy note exactly wanted loaded entirety card minutes super fast good considering card phone instead computer using include adapter purchased product worry free packaging first time frustrated sandisk super saver shipping really sold deal price par retailers got two duds bestbuy good first one amazon really say much product gives bit peace mind purchasing vendor,0.9287,positive,101,0.5,"price, cost, value","purchased drop galaxy note, card phone, instead computer, adapter purchased product, free packaging"
A1YDWLO2FPOUEC,B007WTAJTO,D3TH5150,"[0, 0]","I got this not for the space but the speed.  Class 4 is ok, but class 10 is where its at.  Copying files, scanning the card, cleaning caches, writing files, this thing grinds threw it all like nothing.  Before it would take 2 minutes upon boot of my phone for my old class 4 32GB micro sd card would be done scanning.  With this its 7 seconds.",5.0,Fast,1397433600,2014-04-14,238,0,0,got space speed class class copying files scanning card cleaning caches writing files thing grinds threw like nothing would take minutes upon boot phone old class micro card would done scanning seconds,0.3612,positive,105,0.5,"speed, performance, fast","space speed class class copying files, card cleaning caches, files thing, nothing, minutes"
A1TL1P030KYGAD,B007WTAJTO,Dagmar Miura,"[0, 0]","From what I've read, some Galaxy users have had problems with MicroSD cards, but this one works great so far; lots of apps are willing to store their data on it, and Samsung's built-in camera is able to put its photos there instead of in the system memory, so it helps free up a lot of space for apps and things that have to be in the system memory. I've put all my MP3s on the card as well and they play back perfectly using both the Samsung music app and Google Music.",5.0,works perfectly with Galaxy S4,1376524800,2013-08-15,480,0,0,read galaxy users problems microsd cards one works great far lots apps willing store data samsung built camera able put photos instead system memory helps free lot space apps things system memory put card well play back perfectly using samsung music app google music,0.9432,positive,103,0.5,"support, service, help","galaxy users, problems, microsd cards, one, great far lots apps"
AAAY6675HRFSV,B007WTAJTO,Dagnasty,"[0, 0]","Never had a failure with SanDisk like other mfgrs.  I use this in my smartphone, comes with an SDHC adapter.  When smartphone makers stop including a micro-sd slot, I'll simply use this in my camera or laptop.",5.0,"super fast, super reliable",1365638400,2013-11-04,399,0,0,never failure sandisk like mfgrs use smartphone comes sdhc adapter smartphone makers stop including micro slot simply use camera laptop,-0.1551,negative,-1,0.0,"never, failure, sandisk, like, mfgrs","sandisk, mfgrs, smartphone, adapter smartphone makers, micro slot"
A1THCY79HLXT2O,B007WTAJTO,DaiLon,"[0, 0]","Before doing research, i assumed this card would support my brand new Hero 3 camera... considering it was sold off the Gopro site, it was a no brainer... or so i thought.Anyhow, the card seems to preform well under most circumstances WITHOUT using the Protunes settings. (The problems with the Hero 3 where due to the slow write speed of this card under Protunes settings, without this setting the Hero works fine)However, after a few timelapse issues (2 - 5 sec timelapse, which is well in this card's speeds).I noticed the card is corrupt. I tested this in other cameras and found that this problem still persists. I trust Sandisk as my top choice for all my professional work, however this card has failed!I would not recommend this EXPENSIVE card, id jump for a Samsung, or even the Transcend cards. They even come with a better warranty then this card.Nothing but problems and lost memories that i cant replace....",2.0,Bought this for my Gopro Hero 3,1376870400,2013-08-19,476,0,0,research assumed card would support brand new hero camera considering sold gopro site brainer thought anyhow card seems preform well circumstances without using protunes settings problems hero due slow write speed card protunes settings without setting hero works fine however timelapse issues sec timelapse well card speeds noticed card corrupt tested cameras found problem still persists trust sandisk top choice professional work however card failed would recommend expensive card jump samsung even transcend cards even come better warranty card nothing problems lost memories cant replace,0.9432,positive,101,0.5,"price, cost, value","research assumed card, sold gopro site brainer, anyhow card, well circumstances, protunes settings problems"
A3FAU9ZSH79DA3,B007WTAJTO,Dai N. Tran,"[0, 0]","It is reliable sd card. I always used this brand for all of my camera, my smartphone and tablet.Fyi",5.0,useful products,1401321600,2014-05-29,193,0,0,reliable card always used brand camera smartphone tablet fyi,0.2023,positive,-1,0.0,"reliable, card, always, used, brand","reliable card, brand camera, smartphone tablet"
A3AOB0VF6H0IF4,B007WTAJTO,Daits,"[0, 0]","Item arrived in time as promised. Works well with a galaxy note 10.1. There is nothing more to say about this product as it has been reviewed so many times. It works well, not a bad price at the time of ordering ( now it has come down ). Yes, you get the same card for lesser price from other sellers but I trust amazon for their customer service issues. I prefer to pay 2 bucks more and get it from amazon rather than getting it from unfamiliar sellers.",5.0,Good Buy,1377734400,2013-08-29,466,0,0,item arrived time promised works well galaxy note nothing say product reviewed many times works well bad price time ordering come yes get card lesser price sellers trust amazon customer service issues prefer pay bucks get amazon rather getting unfamiliar sellers,0.8481,positive,101,0.5,"price, cost, value","item, works, note, nothing, product"
ANKW9L1GU0HTB,B007WTAJTO,"Dale Basemann ""linkinlogin""","[0, 0]","I had no problems transferring stuff over to it including 30 GB of songs.  It was much faster than offbrand.  I got this in 12/2012.update: 8/2013:  I got my wife a new samsung galaxy S4.  Her old phone would only do 720p video and didn't have a nice camera.  My wife is really into her photo's, so I was concerned it wouldn't keep up with the fancier camera.  After loading my now 33 GB of songs I got even more concerned in wouldn't keep up with the fancy new camera.  I bought one of the sandisk 64 GB extreme cards and was amazed at speed difference copying songs.  Due to prior problems with generic cards, I'll only buy sandisk in future.Nothing was wrong with the ultra card, it just didn't seem up to par to fully take advantage of the latest/greatest phone technology.  She's going to carry the old card in purse in case she fills first one.",5.0,Worked great for my wife's Droid 3,1371600000,2013-06-19,537,0,0,problems transferring stuff including songs much faster offbrand got update got wife new samsung galaxy old phone would video nice camera wife really photo concerned keep fancier camera loading songs got even concerned keep fancy new camera bought one sandisk extreme cards amazed speed difference copying songs due prior problems generic cards buy sandisk future nothing wrong ultra card seem par fully take advantage latest greatest phone technology going carry old card purse case fills first one,0.8723,positive,102,0.5,"delivery, shipping, time","problems, stuff, songs, update, wife"
A2YZCDQIAZIX1Q,B007WTAJTO,"Dale ""DaleDJ""","[0, 0]",Works well. No problems after using it for a number of months. I've always found the SanDisk memory cards to be reliable.,4.0,Fast,1377302400,2013-08-24,471,0,0,works well problems using number months always found sandisk memory cards reliable,-0.0772,negative,-1,0.0,"works, well, problems, using, number","problems, number months, sandisk memory cards"
A2H4YBXW0WRAGA,B007WTAJTO,Dale,"[0, 0]","I don't know, but it's a bunch. This card works great in my Nook HD, no problems installing or using it.",5.0,"How many adapters do I have, now?",1388966400,2014-06-01,190,0,0,know bunch card works great nook problems installing using,0.34,positive,-1,0.0,"know, bunch, card, works, great","bunch card, great nook problems"
A2HIW1UEUBZRH5,B007WTAJTO,Dale,"[0, 0]","Use it in my Ainol Spark, and it gets great read/write speeds.  Dont ever use your available past 90% or you will corrupt your SD cards in a very short time.  So available is 29 gig, and dont go over say.. 26 and you will likely never get a problem with it.",5.0,"Great disk, no issue with speeds.",1370995200,2013-12-06,367,0,0,use ainol spark gets great read write speeds dont ever use available past corrupt cards short time available gig dont say likely never get problem,0.8052,positive,105,0.5,"speed, performance, fast","ainol spark, great read write speeds, available past corrupt cards, short time available gig, problem"
AWSK1ZAEU1KFL,B007WTAJTO,"Dale in Tenn ""Dale""","[0, 0]",We often to forget the complexity of technology that we use every day.  That is surely the case with purchased memory.  One manufacturer that has never let me down is SanDisk.  I've used it often (not exclusively) and found it to be reliable quite speedy.,5.0,Never Lets You Down,1388793600,2014-04-01,251,0,0,often forget complexity technology use every day surely case purchased memory one manufacturer never let sandisk used often exclusively found reliable quite speedy,0.25,positive,105,0.5,"speed, performance, fast","complexity technology use, every day surely case purchased memory one manufacturer, sandisk"
