reviewText,overall,unixReviewTime,summary,clean_text,sentiment_score,sentiment_label
I use this in my surface RT to store movies etc for the kids and be sure that it wont be tampered with,5.0,1369008000,Works great in my surface RT,use surface rt store movie etc kid sure will not tamper,0.3182,positive
"This will work on an I717 note, just need to know how to get it to work,they say that the note can only go up to 32 gigs but that is not accurateI got this one to work on the note 1just format this with your computer with fat32 32kband presto you now have a lot of space for whatever you wishjust download the free version of easy US partition master and format the card using the settingsFAT32 with 32kbit worked for me",5.0,1380758400,Worked Perfectly,work note need know get workthey say note go   gig accuratei get one work note format computer fat kband presto lot space whatever wishjust download free version easy us partition master format card use settingsfat kbit work,0.7351,positive
I'm not sure what I can say about this that will be helpful. We bought this 6 months ago. It worked when we bought it. It's still working. I can't say anything about speed since we haven't tested it. We've never had any issues with speed though. I trust SanDisk. Everything we've bought from them has been good.,5.0,1403568000,Great?,sure say helpful buy   month ago work buy still work can not say anything speed since not test never issue speed though trust sandisk everything buy good,0.8834,positive
What can you say beyond the headline.  It works as expected.  I would buy more when I need reliable storage.,5.0,1391212800,Sandisk has always performed well in my experience,say beyond headline   work expect   would buy need reliable storage,0.0,neutral
Excellent. Got 2 of these but still testing to see if speed is its greatest deal. Anyway Cheap at the time.,5.0,1356307200,Nice,excellent get   still test see speed great deal anyway cheap time,0.8316,positive
I added 128bg with two San Disk Ultra 64GB memory cards to my PSP with a micro SDXC Adapter to the memory stick duo.,5.0,1360108800,Great way to add Memory to PSP,add bg two san disk ultra gb memory card psp micro sdxc adapter memory stick duo,0.0,neutral
"Got a couple of these cards for storing music files on my mp3 player, and for transferring things between cell, tablet, and PC. They are fast and, they've been working good so far. Last but not least, the black friday discount was great.",5.0,1390694400,"They're fast, they're reliable, and they were cheap",get couple card store music file mp player transfer thing cell tablet pc fast work good far last least black friday discount great,0.7906,positive
This sd card works great! I haven't had an issue with it since I bought it and I don't expect to have any issues at all!,5.0,1375142400,Love it!,sd card work great not issue since buy not expect issue,0.6249,positive
"It is almost unbelievable that these micro SD cards can range in sizes up to 64Gb !  and at a class 10 to boot. Pun intended.Comes with the SD adapter, so it will work in any device that uses and SD or Micro SD memory card, just be sure to check whether or not your device can handle the extra memory. Some devices with recognize only 8 Gb or 16 Gb, which means that unless you check with the manufacturer, it is your fault you bought the wrong size memory, and you will not be able to exchange due to YOUR MISTAKE.This card used to cost upwards of $120 not that long ago, and now they are ridiculously cheap, especially for the quality and capacity you are getting.Thanks",5.0,1363392000,"Fast, small , and inexpensive!",almost unbelievable micro sd card range size gb    class   boot pun intendedcome sd adapter work device use sd micro sd memory card sure check whether device handle extra memory device recognize   gb   gb mean unless check manufacturer fault buy wrong size memory able exchange due mistakethis card use cost upwards   long ago ridiculously cheap especially quality capacity gettingthank,-0.659,negative
"Use it as my windows file history drive. It is fairly fast, easy to use and durable. I've also used it as a normal SD card with the included adapter.",5.0,1386806400,easy to use and durable,use window file history drive fairly fast easy use durable also use normal sd card include adapter,0.4404,positive
Fast and reliable. Have worked with it for around 2 months now and nothing to complain about.Good fit for my Asus TF700,5.0,1360281600,Works well,fast reliable work around   month nothing complain aboutgood fit asus tf,0.0,neutral
"With prices of tech items always dropping, getting the bleeding edge stuff usually costs a bit more. Thanks to Amazon and the ability to find deals like this, it was worth while getting the 64GB micro SDXC for my phone. I removed the 32GB I had in there for my Phantom 2 vIsion that had shipped with only a 4 GB unit.  Class 10 is where you want to be when using this for any video recording and you can always count on SanDisk for quality!",5.0,1387497600,Good Bang for your Buck,price tech item always drop get bleed edge stuff usually cost bit thank amazon ability find deal like worth get gb micro sdxc phone remove gb phantom   vision ship   gb unit   class   want use video recording always count sandisk quality,0.8442,positive
"Pretty good price, great performance! I've been using micro SD cards for years, tried many brands mostly cheaper. There is a reason they've been around and will continue to be!",4.0,1386633600,"I've tried the rest, back to the best!",pretty good price great performance use micro sd card year try many brand mostly cheap reason around continue,0.8807,positive
If your not sure what card to use in your GoPro this one works fantastic. The majority of stuff Ive seen researching it points to these. With the exception of some issues with the 64GB. But I cant validate that and Im not sure its still a problem. Ive been using these for about 3 years now with no problems.,4.0,1399248000,Works great in my GoPro's,sure card use gopro one work fantastic majority stuff see research point exception issue gb can not validate sure still problem use   year problem,-0.3761,negative
"I was out of space on my Droid RAZR 16GB and still had an empty microSD slot, so I figured I'd pick this up seeing as how it is a reputable brand in flash memory. I am glad I went with the Sandisk Ultra, because there is seemingly no difference in speed between this drive and the built-in internal memory of my phone. I record a lot of videos with my phone and I've been recording straight to this card in HD with no problems at all.Installation was a breeze. I took the memory card out of the package and inserted into my phone. Then my phone brought up a menu asking if I wanted to move my music, videos, and photos to the memory card. I selected all three categories, and in minutes it had moved all of my media onto the memory card. I didn't even have to do anything else. I had read some other reviews that said they had to reformat the card or mess around with moving files by hand, but I didn't have to do any of that.I haven't tried using the included SD adapter yet, but I imagine it will work as well as any other adapter. The adapter and memory card were both shipped in a little clear plastic case, which makes it easier to carry the adapter around with you. So you have it with you when you need it.The price on this card when I bought it was a few dollars more than the generic brands. I decided to spend a few extra dollars on it since I would be really upset if I lost all my photos and videos due to a corrupt memory card. I am very satisfied with the product and I would highly recommend it to anyone looking to increase the storage capacity of their phone or anything else this would fit in.",5.0,1358812800,"Installed Effortlessly, Fast, and Economical",space droid razr gb still empty microsd slot figure pick see reputable brand flash memory glad go sandisk ultra seemingly difference speed drive builtin internal memory phone record lot video phone record straight card hd problem allinstallation breeze take memory card package insert phone phone bring menu ask want move music video photo memory card select three category minute move medium onto memory card not even anything else read review say reformat card mess around move file hand not thati not try use include sd adapter yet imagine work well adapter adapter memory card ship little clear plastic case make easy carry adapter around need itthe price card buy dollar generic brand decide spend extra dollar since would really upset lose photo video due corrupt memory card satisfied product would highly recommend anyone look increase storage capacity phone anything else would fit,0.9048,positive
Good value for the money. Performs like a SanDisk and with the piece of mind it won't fail.,5.0,1404259200,Good value.,good value money perform like sandisk piece mind will not fail,0.8641,positive
"First, it is 64 GB. The volume is enough. In addition, it can fit every device for me. I love it.",5.0,1398729600,good,first   gb volume enough addition fit every device love,0.7717,positive
"Functions perfectly in my Samsung Galaxy Tab II.  No issues with slow processing times.  Great product, I highly recommend this memory card for tablets.",5.0,1362528000,Works great,function perfectly samsung galaxy tab ii   issue slow processing time   great product highly recommend memory card tablet,0.902,positive
"I had to return this and get another one, as the first was faulty. I hear this is semi-common.Must not have enough testing, i might suggest buying two and returning one if you are in desperate or sudden need of one of these chips, no matter what size.",4.0,1396828800,hit or miss,return get another one first faulty hear semicommonmust enough testing might suggest buy two return one desperate sudden need one chip matter size,-0.5423,negative
"Works fine, but it is becoming very annoying that even with flash devices you buy 16GB but only get 15GB. Why not just label it as the exact size?",4.0,1367625600,Works as expected,work fine become annoying even flash device buy gb get gb label exact size,-0.2263,negative
I installed this micro sd in my Asus TF300 Transformer and it worked even though the tablet only supports up to 32GB. This added 60 GB of usable space.,5.0,1358553600,Works in my Transformer,instal micro sd asus tf transformer work even though tablet support gb add   gb usable space,0.4019,positive
"I like it comes in handy fits good with my Galaxy S5 smartphone, no problem with filing data on a computer.",3.0,1400457600,Sandisk,like come handy fit good galaxy smartphone problem file datum computer,0.6369,positive
What can you say about a memory card. I took it out of the package. I put it in my GoPro. I turned the GoPro on and everything worked.,5.0,1370995200,For GoPro Hero 3 Black,say memory card take package put gopro turn gopro everything work,0.0,neutral
"Ok so my Dad needed a MicroSD for his GS3 (Galaxy S 3) because he was using way to much space with videos and pictures; he isn't one of the most tech saavy people in the world so I got this for him. Does it work yes it does and very well I might add. Like I said my Dad doesn't work to well with tech and if a MicroSD slowed his phone down when it saved pictures or videos or ran apps from it he wouldn't be happy and wouldn't know what to do with the problem. This card experiences no lag (3 months in) the UHS-I speed class really lives up to its potential here. Best of all, perhaps a little known fact to most of you, this card is waterproof, so you get your phone wet and it dies, don't worry this card is still perfectly fine just pop it in a new phone and there's all your stuff! No cons as of yet will update as needed.",5.0,1372723200,"Fast, Affordable, Waterproof",ok dad need microsd gs galaxy   use way much space video picture not one tech saavy people world get work yes well might add like say dad not work well tech microsd slow phone save picture video run app would not happy would not know problem card experience lag   month uhsi speed class really live potential well perhaps little know fact card waterproof get phone wet die not worry card still perfectly fine pop new phone stuff con yet update need,0.9121,positive
"Relative needed a new sd card, an upgrade from her 8gb and this did the trick. Great for any phone.",4.0,1389312000,Great for my relative's GS3,relative need new sd card upgrade gb trick great phone,0.5994,positive
"Not bad, I doesnt feel any quicker than a normal 32GB card.  And you only get 27GB of storage. 20",3.0,1373846400,"Supposed to be 32GB,",bad not feel quick normal gb card   get gb storage,-0.5423,negative
"I love this Micro SD because I used it as my main memory phone mostly because the Galaxy S4 it comes with a 9GB of free space. So I can pretty much just enjoy this Ultra 64GB for Music, Photos and Movies but not for Apps because my phone is not compatible with moving apps to the SD it stills works for other phones but not this one. I have to say this is one of the fastest Micro SD I ever bought recommended a lot.",5.0,1391385600,Fastest SD Ever!!,love micro sd use main memory phone mostly galaxy come gb free space pretty much enjoy ultra gb music photo movie app phone compatible move app sd still work phone one say one fast micro sd ever buy recommend lot,0.9468,positive
"Plenty of room for all my photos, music and random documents I decide to load onto my phone. It works great with my HTC One M8 and apps stored on the SD card run as smooth as they did on the phone itself. File writes were as fast as I expected from an XC I card.The only downside, and this is minor, is the MicroSD adapter it comes with seems a little cheap. But hey, that's not the reason I bought this card.",5.0,1402358400,Fast & Huge,plenty room photo music random document decide load onto phone work great htc one app store sd card run smooth phone file write fast expect xc cardthe downside minor microsd adapter come seem little cheap hey reason buy card,0.4767,positive
"Works well in Samsung S4, laptop & HD video camera.Replaces SD that caused weird losses & errors in Samsung SGH-M919 phone.  Several other SD cards have refused writes, lost data or had mount problems. SanDisk 32 GB memory has worked perfectly in several devices & 3 operating systems.",5.0,1386201600,Works perfectly in several devices & 3 operating systems,work well samsung laptop   hd video camerareplace sd cause weird loss   error samsung sghm phone   several sd card refuse write lose datum mount problem sandisk   gb memory work perfectly several device    operating system,-0.7184,negative
"I purchased 2 of these, 1 for my HTC Incredible phone and the other for use in a key chain storage device. Both of these cards run very very hot.  After copying over 4GB of files, it was almost scalding to the touch.  But both have been reliable with only a few issues of reading them, both times in the thumb drive adapter, so that may have been at fault and not the card itself.",4.0,1378771200,"Runs very very hot, but reliable",purchase     htc incredible phone use key chain storage device card run hot   copy gb file almost scald touch   reliable issue read time thumb drive adapter may fault card,-0.4019,negative
"Could not figure out why this card crashed multiple times in my Samsung Galaxy SIII, and demanded a reformatting. Then after 5hrs of calls to Sprint & Samsung I got a guy who reads factory stuff!Samsung Galaxy SIII is a Class 4 & Class 6 supported Motherboard, with Qualcomm processor. The Sprint stores only sell Class 4 memory, and there is a reason that Camera memory~Class 10 is not sold there, the board, just like in a PC, has to support the data stream. It does not!If you have an Android Phone you better make sure the motherboard supports it! Even Samsung's USA website does not tell you the board supported memory! They won't, and don't tell who the board manufacturer is in this Galaxy SIII phone. I asked at the Texas Samsung advanced tech support center after 1hr on hold, and they had no specs to even share. They don't get it!PASS IF YOU HAVE A CELL PHONE, UNLESS YOU GET IT IN WRITING FROM THE MOTHERBOARD MANUFACTURER OF YOUR PHONE. I went through this same stuff building custom PC's with Intel motherboards. Memory has to be built to run on this board, at this speed, with this processor, or it will not work properly, and will crash, and lose data.",1.0,1355443200,WARNING~NOT FOR ANDROID PHONES~ESPECIALLY GALAXY CLASS 6 MOTHERBOARD!,could figure card crash multiple time samsung galaxy siii demand reformatte hr call sprint   samsung get guy read factory stuffsamsung galaxy siii class    class   support motherboard qualcomm processor sprint store sell class   memory reason camera memoryclass   sell board like pc support datum stream notif android phone well make sure motherboard support even samsung usa website tell board support memory will not not tell board manufacturer galaxy siii phone ask texas samsung advanced tech support center hr hold spec even share not get itpass cell phone unless get writing motherboard manufacturer phone go stuff build custom pc intel motherboards memory build run board speed processor work properly crash lose datum,0.9186,positive
"I purchased this card to be inserted into my new Blackberry Z10 smartphone. at first the card wasn't recognized, but after formatting from exFat to NTFS (I know, I know, the warnings told me that hell would open up and eat me if I did this, but im not scared at all) it worked flawlessly.  would buy (and reformat) again",5.0,1363737600,does what it's supposed to do,purchase card insert new blackberry z smartphone first card not recognize format exfat ntfs know know warning tell hell would open eat scared work flawlessly   would buy reformat,-0.8442,negative
"I bought this memory card for my Galaxy Note 8. It's a SanDisk and worked great. The card was recognized quickly and I put all my music, videos and other files on it to save room for my internal memory. The price was also very good.",5.0,1381363200,Fast memory at a great price.,buy memory card galaxy note   sandisk work great card recognize quickly put music video file save room internal memory price also good,0.8807,positive
"Not ok with GoPro Hero 3+ Black Edition. The speed of this card is below other brands' class 10 standard. When I use this card with GoPro and Pro-tune on, it will stop recording after 20 mins or so. I already returned this item and bought the Samsung class 10 memory card instead.",2.0,1385683200,Not compatible with GoPro Hero 3+ Black Edition,ok gopro hero   black edition speed card brand class   standard use card gopro protune stop record   min already return item buy samsung class   memory card instead,0.5574,positive
"I operate a commercial whitewater rafting company and we buy these bulk whilst renting out GoPro's and selling the footage along with the card to the customer. We've never had a bunk card or any problems whatsoever over about 40 cards so far. I was advised by my gopro rep to be sure to buy from a name brand &#34;like sandisk&#34;. The adapter is well appreciated by the customer, not only because most people don;t have a port for the micro format, but also because microsd is so ridiculously small that its far too easy to lose.Have and will buy again.",5.0,1392422400,Perfect for GoPro 3HD,operate commercial whitewater raft company buy bulk whilst rent gopros sell footage along card customer never bunk card problem whatsoever   card far advise gopro rep sure buy name brand like sandisk adapter well appreciate customer people not port micro format also microsd ridiculously small far easy losehave buy,0.8849,positive
Bought this to add to my daughter's new ASUS Transformer. Excellent access and storage speed.,5.0,1404432000,Excellent access and storage speed,buy add daughter new asus transformer excellent access storage speed,0.5719,positive
Work good,5.0,1405036800,Five Stars,work good,0.4404,positive
I bought this for use in my Blackberry Z10. It works great for me as I hold all of my music from iTunes and my most precious pictures of my wife and kids.No problems whatsoever with my Z10,5.0,1370044800,Size and price!,buy use blackberry z work great hold music itune precious picture wife kidsno problem whatsoever z,0.7269,positive
It is what it is and it works as required and is very fast in processing the data.  In the 2 weeks I've had it it hasn''t crashed.  :-),5.0,1388880000,What's there to say,work require fast process datum     week not crash  ,0.3089,positive
Bought This For My Samsung Galaxy S3Load It Up With Music And It Works FlawlesslyI'm Very Satisfied With This Card,5.0,1384646400,Good Product,buy samsung galaxy sload music work flawlesslyim satisfied card,0.4215,positive
"I purchased this card (the 64GB version) to use in a Samsung Galaxy S2 phone. It worked perfectly for almost three months, at which point it just stopped mounting. The phone detects a card, but is incapable of formatting it. It's even worse on my computer, which does not even detect the card anymore (and yes, I'm using an SDXC-compatible USB reader).I contacted SanDisk for an RMA and they will probably replace it, although the replacement process is needlessly slow and painful.I had bought this card based on the glowing reviews, but I'm going to stay away from SanDisk products from now on.",1.0,1355443200,Died within three months,purchase card gb version use samsung galaxy phone work perfectly almost three month point stop mount phone detect card incapable format even bad computer even detect card anymore yes use sdxccompatible usb readeri contact sandisk rma probably replace although replacement process needlessly slow painfuli buy card base glow review go stay away sandisk product,-0.1027,negative
Great with the galaxy s3 didnt have to do anything special just transfer any file fast and got it going must have for s3 phones.verizon S3,5.0,1354838400,Love it,great galaxy not anything special transfer file fast get go must phonesverizon,0.4295,positive
"This card is quick and responsive. I love that it loads much quicker than my other cards. Also, the price is great!",5.0,1402185600,Great Card,card quick responsive love load much quick card also price great,0.8957,positive
"32gb, this is just what the doctor ordered. Take 32gb and call me in the morning..The ultra runs fast and has lots of capacity for your electronic needs. Seller is great getting package out quick. Price was right! Highly recommened..",5.0,1390521600,Cant beat it,gb doctor order take gb call morningthe ultra run fast lot capacity electronic need seller great get package quick price right highly recommene,0.6249,positive
"When researching reviews for best memory for the GoPro we read that some people had issues with this card, but possibly could have been the 'mobile' version, which was not a true class 10 card.  So far, no issues with this card, recording, uploading, etc...",5.0,1379203200,Works excellent!,research review good memory gopro read people issue card possibly could mobile version true class   card   far issue card recording uploading etc,0.6908,positive
Works perfect. No complaints. It's fast. That's why I bought it. It does what it says it's going to do,5.0,1375401600,awesome,work perfect complaint fast buy say go,0.3612,positive
"I have always been a sandisk guy.  This cards works both in my note 3 and s4, gives me 119gb after format.  Can't ask for much more, including the fact that sandisk stands by their products and has excellent customer service.  I could never imagine buying  a micro sd , sd , or ssd from anyone else.",5.0,1395792000,Bet you wish you had one of these,always sandisk guy   card work note   give gb format   can not ask much include fact sandisk stand product excellent customer service   could never imagine buy   micro sd   sd   ssd anyone else,0.5719,positive
"I hate it, it worked fine for 2 months and the after those 2 months it started with problems, first, every once and a while was not recognized by my device, and now 4 months after, I have to pull it out and then place it again in every hour.....It might have been just my microSd problem.... But I wont purchase one of this ever again",1.0,1364860800,Worst product I have ever purchased,hate work fine   month   month start problem first every recognize device   month pull place every hourit might microsd problem will not purchase one ever,-0.8074,negative
"They're nice cards. They're fast, come from a reputable brand, hold 32GB in a card the size of a fingernail, and really don't cost that much anymore. There are several brands of cards you can choose from, but I always liked SanDisk. I haven't had issues with their products.Also, the red and gray branding on the card makes it a bit easier to spot the card in case you drop it or leave it somewhere.",5.0,1392422400,"Great to have around, and they're inexpensive nowadays",nice card fast come reputable brand hold gb card size fingernail really not cost much anymore several brand card choose always like sandisk not issue productsalso red gray brand card make bit easy spot card case drop leave somewhere,0.7096,positive
"I've had nothing but success with SanDisk MicroSD Cards. Although you may pay a few bucks more than the generic brand, you don't want to trust your pictures or video recording to anything else.As such I only buy Sandisk MicroSD Cards.. Keep up the good quality!",5.0,1405036800,One of the best MicroSD cards you can buy - nothing but success.,nothing success sandisk microsd card although may pay buck generic brand not want trust picture video recording anything elseas buy sandisk microsd card keep good quality,-0.5302,negative
Works very well in my smartphone. Great speed. Highly recommended. I use it successfully in my Samsung Galaxy SII phone.,5.0,1372204800,Excellent quality,work well smartphone great speed highly recommend use successfully samsung galaxy sii phone,0.9092,positive
Exactly what it looks like. 64 GB micro SD card. reads and writes well. Comes in good packaging with an SD card adapter. SanDisk brings a high quality product and I tend to stick with them over some other cheaper brands.,5.0,1386028800,Great micro SD card,exactly look like   gb micro sd card read write well come good packaging sd card adapter sandisk bring high quality product tend stick cheap brand,0.7579,positive
"I don't want to write a review for each of the 8, 16, 32, and 64 GB SanDisk MicroSDHC Class 10 Cards. They're all 5 stars. They're extremely fast, and as Class 10s, have allowed my Canon SX50's shutter to speed up because it transfers information so quickly with the camera's very small processor. They also allow a burst mode of 9-13 fps which is amazing for a non-DSLR.These cards are also very reliable. I've had no read/write failures in the two years that I've been using them.The one &#34;negative&#34; is that they're so small and can be dropped easily when getting them out of the adapter. Still, if you've been working with computers since there was a gerbil running the power for your PC, you have to marvel at how anything this small can hold more than 30,000 high def 6 GB photos on a 64 GB card that is smaller than your pinky nail.",5.0,1396051200,Love ALL SanDisk MicroSDHC Class 10 Cards,not want write review       gb sandisk microsdhc class   card   star extremely fast class allow canon sxs shutter speed transfer information quickly camera small processor also allow burst mode   fps amazing nondslrthese card also reliable readwrite failure two year use themthe one negative small drop easily get adapter still work computer since gerbil run power pc marvel anything small hold   high def   gb photo   gb card small pinky nail,0.4101,positive
"Not much to say about this other than it works fine.  The included adapter was difficult to remove the microSDHC card from, but that may be due to my big fingers (plus the card is very small as one would expect from micro naming).  The speed is more than adequate with no buffering issues noticed from video capture on a phone at HD(720) resolution.  Recommended.",5.0,1366588800,It works fine,much say work fine   include adapter difficult remove microsdhc card may due big finger plus card small one would expect micro name   speed adequate buffering issue notice video capture phone hd resolution   recommend,0.4019,positive
"If your electronic calls for this size, you have to use it. But I hate it.  It`s too darn small to fool with. This one works well, but I will try to avoid this size in the futher.",4.0,1401408000,Too darn small....but what can you do?,electronic call size use hate   darn small fool one work well try avoid size futher,-0.7717,negative
I use Sandisk exclusively for serious pro-sumer work including 4 hour concert videos. I've never had a problem in 3 years and wouldn't use anything else.,5.0,1398124800,SIMPLY THE BEST....,use sandisk exclusively serious prosumer work include   hour concert video never problem   year would not use anything else,0.2401,positive
"I bought this to stash all (the ones I would watch on the go) the movies and songs that I previously owned to my new Galaxy S4. I am extremely impressed with how fast the device works outside of the phone and inside when used by the phone. It is dramatically slow when the phone with the sd card in it is wired up to the computer via usb, but that is really unrelated and the process isnt painstaking. Fast and huge in capacity, definitely a must for enthusiasts.NOTE: As of ICS, Android has stopped allowing the movement of apps into the sd card. So if youre planning on installing games onto the card, you will need to have a rooted phone. The card is very useful for other things (music and video, and ROMS if youre interested) even then.",5.0,1367452800,Outstanding Performance,buy stash one would watch go movie song previously own new galaxy extremely impressed fast device work outside phone inside use phone dramatically slow phone sd card wire computer via usb really unrelated process not painstaking fast huge capacity definitely must enthusiastsnote ics android stop allow movement app sd card plan instal game onto card need rooted phone card useful thing music video rom interested even,0.8566,positive
"Transfers at about 10MB/s, not super speedy but it allows me to run software from it on my windows tablet.",5.0,1392163200,Does what it should,transfer mbs super speedy allow run software window tablet,0.7003,positive
Great Great Deal!!!! I bought this for a Really good price ($25) after i bought my Brand New Galaxy S4. I looked in stores and found the same Micro SD card selling for $60-80. This works straight out of the box and I have had no issues at all with it. Buy it Now!,5.0,1374364800,Love it! Great Price!!!!,great great deal buy really good price   buy brand new galaxy look store find micro sd card selling   work straight box issue buy,0.923,positive
It works great I'm using it for my car dash cam and I purchased 3 different cards and this is the only one that was actually fast enough for it to read and write.,5.0,1347321600,Fast,work great use car dash cam purchase   different card one actually fast enough read write,0.6249,positive
"Wow! Fast memory card. I bought this for my new GoPro Hero 3. Great performance for full HD video.Shipping was fast, and nice communication on shipping and estimated arrival time.The SD Card adaptor works perfect in my full sized SD reader built in my laptop.Transfer speeds were blazing and read speeds are amazing.SanDisk is the best, really worth buy the top end class 10 micro SD card.If you doing HD video this is the card for you. Video is demanding, so youneed a SD Card that can keep up.In Hawaii we play hard, and the GoPro and SanDisk card have been working flawless at full 1080p60 video.",5.0,1358985600,Great Micro SD Card  -- Fast  --- Fast,wow fast memory card buy new gopro hero   great performance full hd videoshipping fast nice communication shipping estimate arrival timethe sd card adaptor work perfect full sized sd reader build laptoptransfer speed blaze read speed amazingsandisk good really worth buy top end class   micro sd cardif hd video card video demand younee sd card keep upin hawaii play hard gopro sandisk card work flawless full p video,0.9817,positive
We needed an option to increase the storage available in my wife's Nook Tablet and this serve the purpose perfectly. Just inserted it into the Micro SD slot and seconds later it was recognized.,5.0,1368144000,Exactly What we Needed,need option increase storage available wife nook tablet serve purpose perfectly insert micro sd slot second later recognize,0.7579,positive
"So far this card has worked well. No glitches or dropouts. It is recognized by everything so far; work computer, home computer, camera. Not a problem yet.",5.0,1396828800,Good little card,far card work well glitch dropout recognize everything far work computer home computer camera problem yet,-0.1531,negative
Gets stuck sometimes in the adapter and is a little hard to pull out. But other than that is a great product,4.0,1358899200,Great Product,get stick sometimes adapter little hard pull great product,0.576,positive
"I have no issues with this card. It works great and now I have a ton of storage space for music and what not. Bit overkill, but that's how I like it.",5.0,1359244800,Works great with Samsung Galaxy Note 2,issue card work great ton storage space music bit overkill like,0.765,positive
After I ordered my GoPro Hero 3 Black  I started searching for a good MicroSD card and everywhere I looked they wanted like $80for a 64GB  and digging around on eBay get's retarded at times  then by chance I found this one for $55 TTD  and the performance is awesomeI tell you all if you are in the market for a GoPro Hero3 Black  get this card to go with it  you wont be sorry....,5.0,1371168000,Powered By SanDisk,order gopro hero   black   start search good microsd card everywhere look want like gb   dig around ebay get retard time   chance find one   ttd   performance awesomei tell market gopro hero black   get card go   will not sorry,0.8939,positive
Using this with my mini MP3 player and plinking songs onto it worked flawlessly.  Now my 4gb player is a 20gb player.,5.0,1387411200,Exactly as advertised,use mini mp player plinke song onto work flawlessly   gb player gb player,0.2023,positive
I used it with my Gopro and it recorded amazing 1080p videos and long time lapses. No issues with freezing or corrupting HD videos.,5.0,1402272000,Great memory,use gopro record amazing p video long time lapse issue freeze corrupt hd video,0.6124,positive
I used this on my dashcam that records 720p continuous for 12 hours without fail. Also used this on my Zoom H1.,5.0,1400457600,Works and still working,use dashcam record p continuous   hour without fail also use zoom h,0.431,positive
I use this with my GoPro 3+ Black. It works well. It'd be nice if it came with a little USB 3.0 reader like some other brands.,4.0,1391040000,It's tiny and holds a lot,use gopro   black work well nice come little usb   reader like brand,0.73,positive
It is a memory card. It works and gets the job done. Hasn't failed on me yet *knock on wood*,4.0,1372118400,Works,memory card work get job do not fail yet knock wood,0.431,positive
sandisk is  the best and I trust them cause the take care of the quality and the packing was great,5.0,1380758400,Fantastic,sandisk   good trust cause take care quality packing great,0.926,positive
Works exactly as it should.  No issues in the Samsung Galaxy s5.  Have not noticed any speed issues as well and I use it plenty for movies.,5.0,1400976000,Would recommend! No issues at all!,work exactly   issue samsung galaxy   notice speed issue well use plenty movie,0.2732,positive
I wish I could install one of these in my head.  But I will have to settle for installing it in my brain.  The increased memory for my tablet has been great allowing me to use it for many things.,5.0,1378252800,More Memory,wish could install one head   settle instal brain   increase memory tablet great allow use many thing,0.875,positive
"Got this for my Dell Venue Pro 8 tablet - works well - very fast at least for the tablet, of which the memory is more this speed than true SSD) and SanDisk gives you good quality for a reasonable price. Goes on sale often here on Amazon - so look for a deal.",5.0,1390521600,Good Read/Write Speeds and just works,get dell venue pro   tablet   work well   fast least tablet memory speed true ssd sandisk give good quality reasonable price go sale often amazon   look deal,0.8176,positive
Don't even waste your time buying this memory card. 64GB is written on it but its actually even less than 3GB that's in it.i have never experienced such deception.i had tried loading my pics and music and other data on it from day one but no matter what i did i won't take more than 3GB of data. i didn't realise till i read other stories of similar memory cards that will state 64GB but would contain a smaller memory capacity often times even less than 10GB.i bought this card for $49.what a big waste!!now i am so scared of buying memory cards on amazon or online elsewhere.i wouldn't dear it again!it was in a sealed  sanddisk packet so i was thinking it must be original.Alas!it was a big  waste!i have lost confidence in buying memory card on amazon.,1.0,1380585600,Waste of money!!,not even waste time buy memory card gb write actually even less gb iti never experience deceptioni try load pic music datum day one matter will not take gb datum not realise till read story similar memory card state gb would contain small memory capacity often time even less gbi buy card big wastenow scared buy memory card amazon online elsewherei would not dear againit sealed   sanddisk packet think must originalalasit big   wastei lose confidence buy memory card amazon,0.0895,positive
"I took advantage of an irresistible offer from Amazon, and this 32GB card performed like charm in my Roku.I'm very satisfied and suggest to anyone looking for fast micro cards give a look to this one.",5.0,1349827200,Excellent micro card for a Roku player,take advantage irresistible offer amazon gb card perform like charm rokuim satisfied suggest anyone look fast micro card give look one,0.9022,positive
"I bought this to put into a wifi enabled USB flash drive. It works fine. I can get my entire CD collection on it, which was my goal.",5.0,1390262400,Perfect for the job.,buy put wifi enable usb flash drive work fine get entire cd collection goal,0.2023,positive
Fast and safe very good quality and has an excellent performaceA bit expensive comparing to other models in the store,4.0,1389398400,VERY GOOD,fast safe good quality excellent performacea bit expensive compare model store,0.8591,positive
"Can't comment on reading speeds, but my flac audio files run smoothly on Sansa. Sandisk have never failed, in other cards so I assume this will hold up to that, if not, I'll update.",5.0,1377907200,"Works, my sansa clip is now a beast!",can not comment read speed flac audio file run smoothly sansa sandisk never fail card assume hold ill update,0.0129,neutral
Does what is suppose to do. Good price. The delivery and shipong was fast. This isy third piece. I use it for my dash- car cameras.,4.0,1391817600,Go for It.,suppose good price delivery shipong fast isy third piece use dash car camera,0.4404,positive
"excellent product, very fast and lots of space.. I am using at Samsung galaxy S3, there are no issues, ..recommended..",5.0,1401062400,Excellent..  fast and lots or space..,excellent product fast lot space use samsung galaxy issue recommend,0.7351,positive
Bought this for my wife to be able to record tv programs on her phone so she can hand it over to the baby while in the car and starts to get fussy.  This thing holds a lot.  The phone takes a little longer to start up since it has to open up all her media but not by much.  Great!,5.0,1368057600,Great little card,buy wife able record tv program phone hand baby car start get fussy   thing hold lot   phone take little long start since open medium much   great,0.8074,positive
